Level,TOL 2025,Title_fi,Title_en,Title_sv,Category
5,77350,Ilmaliikennevälineiden vuokraus ja leasing,Rental and leasing of air transport equipment,Uthyrning och leasing av lufttransportutrustning,O
4,7739,Muu muualla luokittelematon koneiden ja laitteiden vuokraus ja leasing,Other rental and leasing of machines and equipment not elsewhere classified,Annan uthyrning och leasing av maskiner och utrustning som inte klassificeras någon annanstans,O
5,77390,Muu muualla luokittelematon koneiden ja laitteiden vuokraus ja leasing,Other rental and leasing of machines and equipment not elsewhere classified,Annan uthyrning och leasing av maskiner och utrustning som inte klassificeras någon annanstans,O
3,774,Henkisen omaisuuden ja vastaavien tuotteiden leasing pois lukien tekijänoikeuden suojaamat teokset,"Leasing of intellectual property and similar products, excluding works protected by copyright","Leasing av immateriella rättigheter och liknande produkter, exklusive upphovsrättsskyddade verk",O
4,7740,Henkisen omaisuuden ja vastaavien tuotteiden leasing pois lukien tekijänoikeuden suojaamat teokset,"Leasing of intellectual property and similar products, excluding works protected by copyright","Leasing av immateriella rättigheter och liknande produkter, exklusive upphovsrättsskyddade verk",O
5,77400,Henkisen omaisuuden ja vastaavien tuotteiden leasing pois lukien tekijänoikeuden suojaamat teokset,"Leasing of intellectual property and similar products, excluding works protected by copyright","Leasing av immateriella rättigheter och liknande produkter, exklusive upphovsrättsskyddade verk",O
3,775,Hyödykkeiden pois lukien rahoitushyödykkeiden vuokraus- ja leasingpalveluita koskevat välityspalvelut,"Intermediation services regarding the rental and leasing services of financial commodities, excluding commodities","Förmedlingstjänster avseende uthyrning och leasing av finansiella råvaror, exklusive råvaror",O
4,7751,"Autojen, asuntoautojen ja perävaunujen vuokraus- ja leasingpalveluita koskevat välityspalvelut","Brokerage services for the rental and leasing services of cars, motorhomes and trailers","Mäklartjänster för uthyrning och leasing av bilar, husbilar och släpvagnar",O
5,77510,"Autojen, asuntoautojen ja perävaunujen vuokraus- ja leasingpalveluita koskevat välityspalvelut","Brokerage services for the rental and leasing services of cars, motorhomes and trailers","Mäklartjänster för uthyrning och leasing av bilar, husbilar och släpvagnar",O
4,7752,"Muu hyödykkeiden, pois lukien rahoitushyödykkeiden, vuokraus- ja leasingpalveluita koskeva välityspalvelutoiminta","Other brokerage service activities regarding the rental and leasing services of commodities, excluding financial commodities","Annan mäklarverksamhet avseende uthyrning och leasing av varor, exklusive finansiella varor",O
5,77520,"Muu hyödykkeiden, pois lukien rahoitushyödykkeiden, vuokraus- ja leasingpalveluita koskeva välityspalvelutoiminta","Other brokerage service activities regarding the rental and leasing services of commodities, excluding financial commodities","Annan mäklarverksamhet avseende uthyrning och leasing av varor, exklusive finansiella varor",O
2,78,Työllistämistoiminta,Employment activity,Sysselsättningsverksamhet,O
3,781,Työnvälitystoiminta,Employment agency activity,Arbetsförmedlingsverksamhet,O
4,7810,Työnvälitystoiminta,Employment agency activity,Arbetsförmedlingsverksamhet,O
5,78100,Työnvälitystoiminta,Employment agency activity,Arbetsförmedlingsverksamhet,O
3,782,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Labor hire and other personnel procurement service activities,Arbetskraftsuthyrning och annan personalupphandlingsserviceverksamhet,O
4,7820,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Labor hire and other personnel procurement service activities,Arbetskraftsuthyrning och annan personalupphandlingsserviceverksamhet,O
5,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Labor hire and other personnel procurement service activities,Arbetskraftsuthyrning och annan personalupphandlingsserviceverksamhet,O
2,79,"Matkatoimistojen ja matkanjärjestäjien toiminta, muu varauspalvelutoiminta ja siihen liittyvä toiminta","Activities of travel agencies and tour operators, other reservation service activities and related activities","Resebyråers och researrangörers verksamhet, annan bokningstjänstverksamhet och därmed sammanhängande verksamhet",O
3,791,Matkatoimistojen ja matkanjärjestäjien toiminta,Operation of travel agencies and tour operators,Drift av resebyråer och researrangörer,O
4,7911,Matkatoimistojen toiminta,Operation of travel agencies,Drift av resebyråer,O
5,79110,Matkatoimistojen toiminta,Operation of travel agencies,Drift av resebyråer,O
4,7912,Matkanjärjestäjien toiminta,Activities of tour operators,Researrangörers verksamhet,O
5,79120,Matkanjärjestäjien toiminta,Activities of tour operators,Researrangörers verksamhet,O
3,799,Muu varauspalvelutoiminta ja siihen liittyvä toiminta,Other reservation service activities and related activities,Övriga bokningstjänster och därmed förenlig verksamhet,O
4,7990,Muu varauspalvelutoiminta ja siihen liittyvä toiminta,Other reservation service activities and related activities,Övriga bokningstjänster och därmed förenlig verksamhet,O
5,79900,Muu varauspalvelutoiminta ja siihen liittyvä toiminta,Other reservation service activities and related activities,Övriga bokningstjänster och därmed förenlig verksamhet,O
2,80,"Etsivä-, vartiointi- ja turvallisuuspalvelut","Detective, security and security services","Detektiv-, säkerhets- och säkerhetstjänster",O
3,800,"Etsivä-, vartiointi- ja turvallisuuspalvelut","Detective, security and security services","Detektiv-, säkerhets- och säkerhetstjänster",O
4,8001,Etsiväpalvelut ja yksityiset turvallisuuspalvelut,Detective services and private security services,Detektivtjänster och privata säkerhetstjänster,O
5,80010,Etsiväpalvelut ja yksityiset turvallisuuspalvelut,Detective services and private security services,Detektivtjänster och privata säkerhetstjänster,O
4,8009,Muualla luokittelematon turvallisuuspalvelutoiminta,Security service activities not classified elsewhere,Säkerhetstjänstverksamhet som inte är sekretessbelagd någon annanstans,O
5,80090,Muualla luokittelematon turvallisuuspalvelutoiminta,Security service activities not classified elsewhere,Säkerhetstjänstverksamhet som inte är sekretessbelagd någon annanstans,O
2,81,Kiinteistön- ja maisemanhoito,Property and landscape maintenance,Fastighets- och landskapsvård,O
3,811,Kiinteistönhoito,Property management,Fastighetsförvaltning,O
4,8110,Kiinteistönhoito,Property management,Fastighetsförvaltning,O
5,81100,Kiinteistönhoito,Property management,Fastighetsförvaltning,O
3,812,Siivouspalvelut,Cleaning services,Städtjänster,O
4,8121,Kiinteistöjen siivous,Property cleaning,Fastighetsstädning,O
5,81210,Kiinteistöjen siivous,Property cleaning,Fastighetsstädning,O
4,8122,Muu rakennus- ja teollisuussiivous,Other construction and industrial cleaning,Övrig bygg- och industristädning,O
5,81220,Muu rakennus- ja teollisuussiivous,Other construction and industrial cleaning,Övrig bygg- och industristädning,O
4,8123,Muu siivoustoiminta,Other cleaning activities,Övriga städaktiviteter,O
5,81231,Katujen ja teiden puhtaanapito,Cleaning of streets and roads,Städning av gator och vägar,O
5,81239,Muu muualla luokittelematon siivoustoiminta,Other cleaning activities not classified elsewhere,Annan städverksamhet som inte klassificeras någon annanstans,O
3,813,Maisemanhoitopalvelut,Landscaping services,Landskapstjänster,O
4,8130,Maisemanhoitopalvelut,Landscaping services,Landskapstjänster,O
5,81300,Maisemanhoitopalvelut,Landscaping services,Landskapstjänster,O
2,82,Hallinto- ja tukipalvelut liike-elämälle,Administrative and support services for business,Administrativa och stödtjänster för företag,O
3,821,Hallinto- ja toimistopalvelut,Administrative and office services,Administrativa och kontorstjänster,O
4,8210,Hallinto- ja toimistopalvelut,Administrative and office services,Administrativa och kontorstjänster,O
5,82100,Hallinto- ja toimistopalvelut,Administrative and office services,Administrativa och kontorstjänster,O
3,822,Puhelinpalvelukeskusten toiminta,Operation of telephone service centers,Drift av telefonservicecenter,O
4,8220,Puhelinpalvelukeskusten toiminta,Operation of telephone service centers,Drift av telefonservicecenter,O
5,82200,Puhelinpalvelukeskusten toiminta,Operation of telephone service centers,Drift av telefonservicecenter,O
3,823,Messujen ja kongressien järjestäminen,Organizing fairs and congresses,Anordna mässor och kongresser,O
4,8230,Messujen ja kongressien järjestäminen,Organizing fairs and congresses,Anordna mässor och kongresser,O
5,82300,Messujen ja kongressien järjestäminen,Organizing fairs and congresses,Anordna mässor och kongresser,O
3,824,Muualla luokittelematon liike-elämän tukipalveluita koskeva välityspalvelutoiminta,Intermediation services related to business support services not classified elsewhere,Förmedlingstjänster relaterade till företagsstödtjänster som inte klassificeras någon annanstans,O
4,8240,Muualla luokittelematon liike-elämän tukipalveluita koskeva välityspalvelutoiminta,Intermediation services related to business support services not classified elsewhere,Förmedlingstjänster relaterade till företagsstödtjänster som inte klassificeras någon annanstans,O
5,82401,Tapahtumien lipunmyyntipalvelut,Event ticketing services,Eventbiljetttjänster,O
5,82402,Muu muualla luokittelematon liike-elämän tukipalveluita koskeva välityspalvelutoiminta,Other intermediation services related to business support services not classified elsewhere,Andra förmedlingstjänster relaterade till företagsstödtjänster som inte klassificeras någon annanstans,O
3,829,Muualla luokittelematon liike-elämän tukipalvelutoiminta,Business support services not elsewhere classified,Företagsstödtjänster som inte klassificeras någon annanstans,O
4,8291,Perintä- ja luottotietopalvelut,Collection and credit information services,Inkasso- och kreditupplysningstjänster,O
5,82910,Perintä- ja luottotietopalvelut,Collection and credit information services,Inkasso- och kreditupplysningstjänster,O
4,8292,Pakkauspalvelut,Packaging services,Förpackningstjänster,O
5,82920,Pakkauspalvelut,Packaging services,Förpackningstjänster,O
4,8299,Muu muualla luokittelematon liike-elämän tukipalvelutoiminta,Other business support services not elsewhere classified,Andra företagsstödtjänster som inte klassificeras någon annanstans,O
5,82990,Muu muualla luokittelematon liike-elämän tukipalvelutoiminta,Other business support services not elsewhere classified,Andra företagsstödtjänster som inte klassificeras någon annanstans,O
1,P,Julkinen hallinto ja maanpuolustus; pakollinen sosiaalivakuutus,Public administration and national defense; compulsory social insurance,Offentlig förvaltning och nationellt försvar; obligatorisk socialförsäkring,
2,84,Julkinen hallinto ja maanpuolustus; pakollinen sosiaalivakuutus,Public administration and national defense; compulsory social insurance,Offentlig förvaltning och nationellt försvar; obligatorisk socialförsäkring,P
3,841,"Valtionhallinto, talous-, sosiaali- ja ympäristöpolitiikka","State administration, economic, social and environmental policy","Statlig förvaltning, ekonomisk, social och miljöpolitik",P
4,8411,Julkinen yleishallinto,Public general administration,Offentlig allmän förvaltning,P
5,84110,Julkinen yleishallinto,Public general administration,Offentlig allmän förvaltning,P
4,8412,"Terveydenhuollon, opetuksen, kulttuurin ja muiden yhteiskuntapalvelujen hallinto","Administration of health care, education, culture and other social services","Administration av hälso- och sjukvård, utbildning, kultur och andra sociala tjänster",P
5,84121,Opetuksen ja kulttuurin hallinto,Administration of education and culture,Administration av utbildning och kultur,P
5,84122,"Terveydenhuollon, sosiaaliturvan ja muiden yhteiskuntapalvelujen hallinto","Administration of health care, social security and other social services","Administration av hälso- och sjukvård, social trygghet och andra sociala tjänster",P
4,8413,Työvoima- ja elinkeinoasiain hallinto,Administration of Labor and Economic Affairs,Arbets- och ekonomiförvaltningen,P
5,84130,Työvoima- ja elinkeinoasiain hallinto,Administration of Labor and Economic Affairs,Arbets- och ekonomiförvaltningen,P
3,842,"Ulkoasiainhallinto, maanpuolustus ja järjestystoimi","Administration of foreign affairs, national defense and law and order","Administration av utrikesfrågor, nationellt försvar och lag och ordning",P
4,8421,Ulkoasiainhallinto,Foreign Affairs Administration,utrikesförvaltningen,P
5,84210,Ulkoasiainhallinto,Foreign Affairs Administration,utrikesförvaltningen,P
4,8422,Maanpuolustus,National defense,Nationellt försvar,P
5,84220,Maanpuolustus,National defense,Nationellt försvar,P
4,8423,Oikeustoimi,Legal action,Rättsliga åtgärder,P
5,84231,Vankeinhoito,Prison care,Kriminalvården,P
5,84232,Oikeudenhoito,Administration of justice,Rättsskipning,P
4,8424,Yleinen järjestys ja turvallisuustoiminta,Public order and security operations,Allmän ordning och säkerhetsverksamhet,P
5,84241,Poliisitoimi,Police action,Polisens agerande,P
5,84242,Rajojen vartiointi ja väestönsuojelu,Border guarding and civil protection,Gränsbevakning och civilskydd,P
4,8425,Palo- ja pelastustoimi,Fire and rescue operations,Brand- och räddningsinsatser,P
5,84250,Palo- ja pelastustoimi,Fire and rescue operations,Brand- och räddningsinsatser,P
3,843,Pakollinen sosiaalivakuutustoiminta,Compulsory social insurance activity,Obligatorisk socialförsäkringsverksamhet,P
4,8430,Pakollinen sosiaalivakuutustoiminta,Compulsory social insurance activity,Obligatorisk socialförsäkringsverksamhet,P
5,84301,Kansaneläkelaitoksen toiminta,The operation of the National Pension Service,Driften av Folkpensionsverket,P
5,84302,Pakollinen työeläkevakuutus,Compulsory occupational pension insurance,Obligatorisk tjänstepensionsförsäkring,P
5,84309,Muu pakollinen sosiaalivakuutustoiminta,Other compulsory social insurance activities,Annan obligatorisk socialförsäkringsverksamhet,P
1,Q,Koulutus,Training,Utbildning,
2,85,Koulutus,Training,Utbildning,Q
3,851,Esiasteen koulutus,Pre-primary education,Förskoleutbildning,Q
4,8510,Esiasteen koulutus,Pre-primary education,Förskoleutbildning,Q
5,85100,Esiasteen koulutus,Pre-primary education,Förskoleutbildning,Q
3,852,Alemman perusasteen koulutus,Lower primary education,Lägre grundskoleutbildning,Q
4,8520,Alemman perusasteen koulutus,Lower primary education,Lägre grundskoleutbildning,Q
5,85200,Alemman perusasteen koulutus,Lower primary education,Lägre grundskoleutbildning,Q
3,853,"Ylemmän perusasteen, toisen asteen ja erikoisammattikoulutus","Upper primary, secondary and special vocational education","Gymnasie-, gymnasie- och specialyrkesutbildning",Q
4,8531,Ylemmän perusasteen koulutus ja lukiokoulutus,Upper primary education and upper secondary education,Gymnasieutbildning och gymnasieutbildning,Q
5,85311,Ylemmän perusasteen koulutus,Upper primary education,Högre grundutbildning,Q
5,85312,Lukiokoulutus,High school education,Gymnasieutbildning,Q
4,8532,Toisen asteen ammatillinen koulutus,Secondary vocational education,Gymnasial yrkesutbildning,Q
5,85320,Toisen asteen ammatillinen koulutus,Secondary vocational education,Gymnasial yrkesutbildning,Q
4,8533,Erikoisammattikoulutus,Special vocational training,Särskild yrkesutbildning,Q
5,85330,Erikoisammattikoulutus,Special vocational training,Särskild yrkesutbildning,Q
3,854,Korkea-asteen koulutus yliopistoissa ja ammattikorkeakouluissa,Higher education in universities and polytechnics,Högre utbildning vid universitet och yrkeshögskolor,Q
4,8540,Korkea-asteen koulutus yliopistoissa ja ammattikorkeakouluissa,Higher education in universities and polytechnics,Högre utbildning vid universitet och yrkeshögskolor,Q
5,85400,Korkea-asteen koulutus yliopistoissa ja ammattikorkeakouluissa,Higher education in universities and polytechnics,Högre utbildning vid universitet och yrkeshögskolor,Q
3,855,Muu koulutustoiminta,Other educational activities,Annan pedagogisk verksamhet,Q
4,8551,Urheilu- ja liikuntakoulutus,Sports and physical education,Idrott och idrott,Q
5,85510,Urheilu- ja liikuntakoulutus,Sports and physical education,Idrott och idrott,Q
4,8552,Taidealojen ja kulttuurin koulutus,Arts and culture education,Konst- och kulturutbildning,Q
5,85520,Taidealojen ja kulttuurin koulutus,Arts and culture education,Konst- och kulturutbildning,Q
4,8553,Kuljettajakoulutus,Driver training,Förarutbildning,Q
5,85530,Kuljettajakoulutus,Driver training,Förarutbildning,Q
4,8559,Muu muualla luokittelematon koulutustoiminta,Other educational activities not classified elsewhere,Övrig utbildningsverksamhet som inte klassificeras någon annanstans,Q
5,85591,Kansanopistot ja kansalaisopistot,Folk colleges and civic colleges,Folkhögskolor och medborgarhögskolor,Q
5,85592,Koulutus- ja opintokeskukset,Training and study centers,Utbildnings- och studiecentra,Q
5,85593,Kielikoulut ja -opistot,Language schools and colleges,Språkskolor och högskolor,Q
5,85599,Muu muualla luokittelematon monenlainen koulutustoiminta,Other various educational activities not classified elsewhere,Andra olika utbildningsaktiviteter som inte klassificeras någon annanstans,Q
3,856,Koulutusta palveleva toiminta,Activity serving education,Aktivitetsbetjänande utbildning,Q
4,8561,Kursseja ja ohjaajia koskevat välityspalvelut,Brokerage services for courses and instructors,Mäklartjänster för kurser och instruktörer,Q
5,85610,Kursseja ja ohjaajia koskevat välityspalvelut,Brokerage services for courses and instructors,Mäklartjänster för kurser och instruktörer,Q
4,8569,Muualla luokittelematon koulutusta palveleva toiminta,Activities serving education not classified elsewhere,Aktiviteter som tjänar utbildning som inte klassificeras någon annanstans,Q
5,85690,Muualla luokittelematon koulutusta palveleva toiminta,Activities serving education not classified elsewhere,Aktiviteter som tjänar utbildning som inte klassificeras någon annanstans,Q
1,R,Sosiaali- ja terveyspalvelut,Social and health services,Social- och hälsovård,
2,86,Terveyspalvelut,Health services,Hälsotjänster,R
3,861,Terveydenhuollon laitospalvelut,Healthcare facility services,Sjukvårdstjänster,R
4,8610,Terveydenhuollon laitospalvelut,Healthcare facility services,Sjukvårdstjänster,R
5,86100,Terveydenhuollon laitospalvelut,Healthcare facility services,Sjukvårdstjänster,R
3,862,Lääkäri- ja hammaslääkäripalvelut,Medical and dental services,Medicinska och tandläkartjänster,R
4,8621,Terveysasemat ja vastaavat yleislääkäripalvelut,Health centers and similar general practitioner services,Vårdcentraler och liknande allmänläkartjänster,R
5,86210,Terveysasemat ja vastaavat yleislääkäripalvelut,Health centers and similar general practitioner services,Vårdcentraler och liknande allmänläkartjänster,R
4,8622,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut","Medical offices, private doctors and similar specialist medical services","Läkarmottagningar, privata läkare och liknande specialistläkartjänster",R
5,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut","Medical offices, private doctors and similar specialist medical services","Läkarmottagningar, privata läkare och liknande specialistläkartjänster",R
4,8623,Hammaslääkäripalvelut,Dental services,Tandvårdstjänster,R
5,86230,Hammaslääkäripalvelut,Dental services,Tandvårdstjänster,R
3,869,Muu terveyspalvelutoiminta,Other health service activities,Övrig sjukvårdsverksamhet,R
4,8691,Diagnostiset kuvantamispalvelut ja lääketieteellisten laboratorioiden toiminta,Diagnostic imaging services and medical laboratory operations,Bilddiagnostiska tjänster och medicinsk laboratorieverksamhet,R
5,86910,Diagnostiset kuvantamispalvelut ja lääketieteellisten laboratorioiden toiminta,Diagnostic imaging services and medical laboratory operations,Bilddiagnostiska tjänster och medicinsk laboratorieverksamhet,R
4,8692,Ensihoito- ja sairaankuljetuspalvelut,First aid and ambulance services,Första hjälpen och ambulans,R
5,86920,Ensihoito- ja sairaankuljetuspalvelut,First aid and ambulance services,Första hjälpen och ambulans,R
4,8693,Psykologi- ja psykoterapiapalvelut pois lukien lääkäripalvelut,Psychologist and Psychotherapy services excluding medical services,Psykolog- och psykoterapitjänster exklusive medicinska tjänster,R
5,86930,Psykologi- ja psykoterapiapalvelut pois lukien lääkäripalvelut,Psychologist and Psychotherapy services excluding medical services,Psykolog- och psykoterapitjänster exklusive medicinska tjänster,R
4,8694,Sairaanhoito- ja kätilöpalvelut,Nursing and midwifery services,Omvårdnad och barnmorsketjänster,R
5,86940,Sairaanhoito- ja kätilöpalvelut,Nursing and midwifery services,Omvårdnad och barnmorsketjänster,R
4,8695,Fysioterapiapalvelut,Physiotherapy services,Fysioterapitjänster,R
5,86950,Fysioterapiapalvelut,Physiotherapy services,Fysioterapitjänster,R
4,8696,"Perinteisiin, täydentäviin ja vaihtoehtoisiin hoitomuotoihin perustuvat palvelut","Services based on traditional, complementary and alternative forms of treatment","Tjänster baserade på traditionella, kompletterande och alternativa behandlingsformer",R
5,86960,"Perinteisiin, täydentäviin ja vaihtoehtoisiin hoitomuotoihin perustuvat palvelut","Services based on traditional, complementary and alternative forms of treatment","Tjänster baserade på traditionella, kompletterande och alternativa behandlingsformer",R
4,8697,"Lääkäri-, hammashoito- ja muita terveyspalveluita koskevat välityspalvelut","Brokerage services for medical, dental and other health services","Mäklartjänster för medicinska, tandvårds- och andra hälsotjänster",R
5,86970,"Lääkäri-, hammashoito- ja muita terveyspalveluita koskevat välityspalvelut","Brokerage services for medical, dental and other health services","Mäklartjänster för medicinska, tandvårds- och andra hälsotjänster",R
4,8699,Muu muualla luokittelematon terveyspalvelutoiminta,Other health service activities not classified elsewhere,Annan hälso- och sjukvårdsverksamhet som inte är klassificerad någon annanstans,R
5,86990,Muu muualla luokittelematon terveyspalvelutoiminta,Other health service activities not classified elsewhere,Annan hälso- och sjukvårdsverksamhet som inte är klassificerad någon annanstans,R
2,87,Sosiaalihuollon asumis- ja laitospalvelut,Social care housing and institutional services,Socialvårdsboende och institutionsservice,R
3,871,Sosiaalihuollon laitospalvelut,Institutional services of social care,Socialvårdens institutionella tjänster,R
4,8710,Sosiaalihuollon laitospalvelut,Institutional services of social care,Socialvårdens institutionella tjänster,R
5,87100,Sosiaalihuollon laitospalvelut,Institutional services of social care,Socialvårdens institutionella tjänster,R
3,872,Mielenterveys- ja päihdekuntoutujien sekä kehitysvammaisten asumis- ja laitospalvelut,Residential and institutional services for mental health and substance abuse rehabilitators and people with intellectual disabilities,Bostads- och institutionstjänster för psykisk hälsa och missbruksrehabilitatorer och personer med intellektuella funktionsnedsättningar,R
4,8720,Mielenterveys- ja päihdekuntoutujien sekä kehitysvammaisten asumis- ja laitospalvelut,Residential and institutional services for mental health and substance abuse rehabilitators and people with intellectual disabilities,Bostads- och institutionstjänster för psykisk hälsa och missbruksrehabilitatorer och personer med intellektuella funktionsnedsättningar,R
5,87201,Kehitysvammaisten asumis- ja laitospalvelut,Residential and institutional services for people with developmental disabilities,Bostads- och institutionstjänster för personer med utvecklingsstörning,R
5,87202,Mielenterveyskuntoutujien asumis- ja laitospalvelut,Residential and institutional services for mental health rehabilitators,Bostads- och institutionstjänster för mentalvårdsrehabiliterare,R
5,87203,Päihdekuntoutujien asumis- ja laitospalvelut,Residential and institutional services for drug addicts,Bostads- och institutionstjänster för missbrukare,R
3,873,Ikääntyneiden ja vammaisten pois lukien kehitysvammaisten asumispalvelut,"Housing services for the elderly and the disabled, excluding the developmentally disabled","Boendetjänster för äldre och funktionshindrade, exklusive utvecklingsstörda",R
4,8730,Ikääntyneiden ja vammaisten pois lukien kehitysvammaisten asumispalvelut,"Housing services for the elderly and the disabled, excluding the developmentally disabled","Boendetjänster för äldre och funktionshindrade, exklusive utvecklingsstörda",R
5,87301,Ikääntyneiden asumispalvelut,Housing services for the elderly,Boendetjänster för äldre,R
5,87302,Vammaisten pois lukien kehitysvammaisten asumispalvelut,"Housing services for people with intellectual disabilities, excluding the disabled","Boendetjänster för personer med intellektuella funktionsnedsättningar, exklusive funktionshindrade",R
3,879,Muu sosiaalihuollon asumis- ja laitospalvelutoiminta,Other social care housing and institutional service activities,Övrig omsorgsboende och institutionsserviceverksamhet,R
4,8791,Sosiaalihuollon asumis- ja laitospalveluita koskevat välityspalvelut,Mediation services concerning social care housing and institutional services,Förmedlingstjänster avseende socialt boende och institutionstjänster,R
5,87910,Sosiaalihuollon asumis- ja laitospalveluita koskevat välityspalvelut,Mediation services concerning social care housing and institutional services,Förmedlingstjänster avseende socialt boende och institutionstjänster,R
4,8799,Muu muualla luokittelematon sosiaalihuollon asumis- ja laitospalvelutoiminta,Other social care housing and institutional service activities not classified elsewhere,Annan socialvårdsboende och institutionsserviceverksamhet som inte klassificeras någon annanstans,R
5,87991,Lasten ja nuorten laitospalvelut ja ammatillinen perhehoito,Institutional services for children and young people and professional family care,Institutionstjänster för barn och unga och professionell familjeomsorg,R
5,87992,Ensi- ja turvakodit,First aid and shelters,Första hjälpen och skyddsrum,R
5,87999,Muu muualla luokittelematon monenlainen sosiaalihuollon asumis- laitospalvelutoiminta,"Other, not classified elsewhere, many types of social welfare housing and institutional service activities","Andra, ej klassificerade någon annanstans, många typer av sociala bostäder och institutionell serviceverksamhet",R
2,88,Sosiaalihuollon avopalvelut,Social care open services,Socialvårdens öppna tjänster,R
3,881,"Ikääntyneiden, vammaisten ja kehitysvammaisten sosiaalihuollon avopalvelut","Social care open services for the elderly, disabled and developmentally disabled","Socialvården öppna tjänster för äldre, funktionshindrade och utvecklingsstörda",R
4,8810,"Ikääntyneiden, vammaisten ja kehitysvammaisten sosiaalihuollon avopalvelut","Social care open services for the elderly, disabled and developmentally disabled","Socialvården öppna tjänster för äldre, funktionshindrade och utvecklingsstörda",R
5,88101,"Ikääntyneiden, vammaisten ja kehitysvammaisten kotihoito","Home care for the elderly, disabled and developmentally disabled","Hemtjänst för äldre, funktionshindrade och utvecklingsstörda",R
5,88102,Ikääntyneiden päivätoiminta,Daytime activities for the elderly,Dagverksamhet för äldre,R
5,88103,Vammaisten ja kehitysvammaisten päivä- ja työtoiminta,Daytime and work activities of the disabled and intellectually disabled,Dagtid och arbetsaktiviteter för funktionshindrade och intellektuellt funktionshindrade,R
5,88109,"Muu ikääntyneiden, vammaisten ja kehitysvammaisten sosiaalihuollon avopalvelutoiminta","Other open service activities of social care for the elderly, disabled and developmentally disabled","Övrig öppen serviceverksamhet inom socialvården för äldre, funktionshindrade och utvecklingsstörda",R
3,889,Muu sosiaalihuollon avopalvelutoiminta,Other open service activities of social care,Övrig öppen serviceverksamhet inom socialvården,R
4,8891,Lasten päivähoitotoiminta,Children's day care activities,Barndaghemsverksamhet,R
5,88911,Alle 3-vuotiaiden varhaiskasvatuspalvelut,Early childhood education services for children under 3 years old,Småbarnsutbildning för barn under 3 år,R
5,88912,Muu lasten päivähoitotoiminta,Other daycare activities for children,Annan dagisverksamhet för barn,R
4,8899,Muu muualla luokittelematon sosiaalihuollon avopalvelutoiminta,Other open service activities of social care not classified elsewhere,Övrig öppen serviceverksamhet inom socialvården som inte klassificeras någon annanstans,R
5,88991,Päivä- ja työtoiminta muille kuin ikääntyneille ja vammaisille,Daytime and work activities for people other than the elderly and disabled,Dag- och arbetsverksamhet för andra än äldre och funktionshindrade,R
5,88992,Avomuotoinen päihdekuntoutus,Open form substance abuse rehabilitation,Missbruksrehabilitering i öppen form,R
5,88999,Muu muualla luokittelematon monenlainen sosiaalihuollon avopalvelutoiminta,"Other, not classified elsewhere, many types of open service activities of social care","Andra, inte klassificerade någon annanstans, många typer av öppen serviceverksamhet inom socialvården",R
1,S,"Taiteet, urheilu ja virkistys","Arts, sports and recreation","Konst, sport och rekreation",
2,90,Taiteellinen luominen ja esittävät taiteet,Artistic creation and performing arts,Konstnärligt skapande och scenkonst,S
3,901,Taiteellinen luominen,Artistic creation,Konstnärligt skapande,S
4,9011,Kirjallinen luominen ja säveltäminen,Literary creation and composition,Litterärt skapande och komposition,S
5,90110,Kirjallinen luominen ja säveltäminen,Literary creation and composition,Litterärt skapande och komposition,S
4,9012,Kuvataiteen luominen,Creating visual art,Skapa bildkonst,S
5,90120,Kuvataiteen luominen,Creating visual art,Skapa bildkonst,S
4,9013,Muu taiteellinen luominen,Other artistic creation,Annat konstnärligt skapande,S
5,90130,Muu taiteellinen luominen,Other artistic creation,Annat konstnärligt skapande,S
3,902,Esittävät taiteet,Performing Arts,Performing Arts,S
4,9020,Esittävät taiteet,Performing Arts,Performing Arts,S
5,90201,Teatterin esittäminen,Performing theater,Spela teater,S
5,90202,Musiikin esittäminen,Performing music,Framför musik,S
5,90203,Tanssin ja sirkustaiteen esittäminen,Performance of dance and circus arts,Framförande av dans- och cirkuskonster,S
5,90209,Muu esittävä taide,Other performing arts,Annan scenkonst,S
3,903,Taiteellista luomista ja esittäviä taiteita palveleva toiminta,Activity serving artistic creation and performing arts,Verksamhet som tjänar konstnärligt skapande och scenkonst,S
4,9031,Taide- ja kulttuuritilojen toiminta,Operation of art and culture facilities,Drift av konst- och kulturanläggningar,S
5,90310,Taide- ja kulttuuritilojen toiminta,Operation of art and culture facilities,Drift av konst- och kulturanläggningar,S
4,9039,Muu taidetta ja esittäviä taiteita palveleva toiminta,Other activities serving art and the performing arts,Övriga aktiviteter som betjänar konst och scenkonst,S
5,90391,Taiteen ja kulttuurin live-tapahtumien järjestäminen,Organizing art and culture live events,Organisera konst och kultur live-evenemang,S
5,90392,Taiteen ja kulttuurin live-tapahtumien esitystekniikan palvelut,Presentation technology services for art and culture live events,Presentationstekniktjänster för konst- och kulturlivsevenemang,S
